SNO,Input Data,Target Data,Predicted Data
6140,alagaal,அலகால்,லஅகால்
6141,erinththu,எறிந்து,எறிநது
6142,kaalame,காலமே,காலமே
6143,vetrtridaththai,வெற்றிடத்தை,வெற்றிடத்தை
6144,kanniyar,கன்னியர்,க்னியர்
6145,naanchil,நாஞ்சில்,ாநஞ்சில்
6146,vimaananggal,விமானங்கள்,விமானங்கள்்
6147,palavaaraaga,பலவாறாக,பலவாறறாக
6148,imily,எமிலி,எமில
6149,sakkaraththin,சக்கரத்தின்,சககரத்தின்
6150,thirumalin,திருமாலின்,திருமாலின்
6151,vaelai,வேலை,வவேலை
6152,aarppaattanggal,ஆர்ப்பாட்டங்கள்,ஆர்ப்பாட்டங்கள்
6153,muththaiya,முத்தையா,முத்தையா
6154,niiroo,நீரோ,நீரோ
6155,aatharavaaga,ஆதரவாக,ஆதரவா
6156,kilive,கிளைவ்,கிளைவ்
6157,mahesh,மகேஷ்,மகேஷ்
6158,enra,இனம்,இனம்
6159,ilamvayathileayea,இளம்வயதிலேயே,இளம்வயதிலேயே
6160,kurainthavai,குறைந்தவை,குறைந்தவை
6161,villiam,வில்லியம்,விலல்லியம்
6162,taans,டான்ஸ்,டான்்ஸ
6163,sittuk,சிட்டுக்,சிடடுக்
6164,oorae,ஊரே,ரஊே
6165,masuuthiyin,மசூதியின்,மசூூதியின்
6166,puna,பூனா,ூபனா
6167,mathippeettai,மதிப்பீட்டை,மதிப்பீட்டை
6168,pulavarkalai,புலவர்களை,புலவர்களை
6169,noolakath,நூலகத்,நூலகத்
6170,bauuron,போரான்,போரான்
6171,manthamaana,மந்தமான,மந்தமான
6172,toun,டூன்,ூன்
6173,kuruvi,குருவி,குருவி
6174,baanankal,பானங்கள்,பான்கள்
6175,kaappaatrik,காப்பாற்றிக்,காப்பற்றிக்
6176,thoda,தொட,தொட
6177,yookan,யோகன்,யோகன்
6178,piranthathu,பிறந்தது,பிநற்தது
6179,munvaiththullathu,முன்வைத்துள்ளது,முன்வைத்துள்ளதுு
6180,enima,ஆன்மா,ஆன்ம
6181,periyavaraaga,பெரியவராக,பெரியவராக
6182,katch,கட்ச்,கட்ச்
6183,muyanraal,முயன்றால்,முயன்றால்
6184,maiyamaakavum,மையமாகவும்,மையமாகவும்
6185,vaeroruvan,வேறொருவன்,வேறொருவன்
6186,thayaranathu,தயாரானது,தயாரனாது
6187,thadaya,தடய,தடய
6188,assiriyaraagap,ஆசிரியராகப்,ஆசிரியராகப்்
6189,kathin,காதின்,ாதின்
6190,rowar,ரோவர்,ரோர்
6191,aayeraththirkum,ஆயிரத்திற்கும்,யஆிரத்திற்கும்
6192,dun,டூன்,டன்
6193,kuzhandhaai,குழந்தாய்,குழந்தாய்
6194,koottangalai,கூட்டங்களை,கூட்டங்களை
6195,koopaikal,கோப்பைகள்,கோபப்பைகள்
6196,attoozhiyangalum,அட்டூழியங்களும்,அட்டூழயங்களும்
6197,vazhakkukalum,வழக்குகளும்,வழக்குகளும்
6198,barnaalaa,பர்னாலா,பர்னலா
6199,thulai,துளை,ுதளை
6200,koli,கோலி,கோலி
6201,paaluuttikal,பாலூட்டிகள்,பாலூட்டிகள்
6202,nanmaikkaaga,நன்மைக்காக,நனமைக்காக
6203,santharppankalai,சந்தர்ப்பங்களை,சந்தர்்ப்பங்களை
6204,vaagananggalin,வாகனங்களின்,வாகனங்களின்
6205,sambradhaaya,சம்பிரதாய,சம்பிரதாய
6206,nathiyilirunthu,நதியிலிருந்து,நதியிலிுரந்து
6207,narpanbukal,நற்பண்புகள்,நற்பண்பகள்
6208,lakshmi,லட்சுமி,லட்்சுமி
6209,kuurapatta,கூறப்பட்ட,கூற்பட்ட
6210,theerppaayam,தீர்ப்பாயம்,தீர்ப்பாயம்
6211,aluththi,அழுத்தி,அழுத்தி
6212,situu,சிட்டு,சிட்டு
6213,vipaththin,விபத்தின்,ிவபத்தின்
6214,padarnththu,படர்ந்து,படர்ந்தது
6215,sangilyyai,சங்கிலியை,ங்கிலியை
6216,mickey,மிக்கி,மிக்கி
6217,inri,இன்றி,இன்றி
6218,thoolvikku,தோல்விக்கு,தோல்விக்கு
6219,uruthiyaana,உறுதியான,உறுதியான
6220,padangkalilum,படங்களிலும்,பட்களிலும்
6221,porththukkeyar,போர்த்துக்கேயர்,போர்்த்துக்கேயர்
6222,barnala,பர்னாலா,பர்னலாா
6223,uudagap,ஊடகப்,ஊடகப்
6224,veettirguch,வீட்டிற்குச்,வீட்டிற்குச்
6225,sangkili,சங்கிலி,சசங்கிலி
6226,pygmies,பியார்,பியார்
6227,kuruviyin,குருவியின்,குருவியின்
6228,poattiyin,போட்டியின்,பபோட்டியின்
6229,ain,ஆன்,ன்
6230,thaankaamal,தாங்காமல்,தாங்காமல
6231,siridhazhavu,சிறிதளவு,சறிிதளவு
6232,nun,நுண்,நுண்
6233,harris,ஹாரிஸ்,ஹாரிஸ்
6234,ahmedabad,அகமதாபாத்,அகமதாபாத்
6235,moondraavathum,மூன்றாவதும்,மன்றாவதும்
6236,segarippadhu,சேகரிப்பது,சேகரிப்பது
6237,noolakangal,நூலகங்கள்,நூலகங்களள்
6238,eattrukkondathu,ஏற்றுக்கொண்டது,ஏற்றுக்கொண்டது
6239,vanae,வேனே,வேனே
6240,columbu,கொழும்பில்,கொழு்பில்
6241,veelnththathu,வீழ்ந்தது,வீழ்ந்தது
6242,lindaa,லிண்டா,லிணண்டா
6243,srirangaththil,ஸ்ரீரங்கத்தில்,ஸ்ரீரங்கத்தில்
6244,neero,நீரோ,ீநரோ
6245,kidaikkavillai,கிடைக்கவில்லை,கிடைக்கவில்ை
6246,varadhan,வரதன்,வரதன்
6247,geethai,கீதை,கீதை
6248,viluppuram,விழுப்புரம்,விழுப்புர்ம
6249,sirithu,சிறிது,சிறிதது
6250,indiavai,இந்தியாவை,இ்தியாவை
6251,inam,இனம்,இஇனம்
6252,samapangku,சமபங்கு,சமபங்்கு
6253,nikara,நிகர,நிகர
6254,mikkadhaagavum,மிக்கதாகவும்,மிக்கதாகுவம்
6255,odici,ஒடிசி,ஒடிசிி
6256,sikanamana,சிக்கனமான,சிக்கனமா
6257,vavuniya,வவுனியா,வவுனியா
6258,paathip,பாதிப்,பாதிப்
6259,eetrtrup,ஏற்றுப்,ஏற்றுப்
6260,microsoft,மைக்ரோசாப்ட்,மைக்ரரோசாப்ட்
6261,verumaiyaaga,வெறுமையாக,வெறுமையாக
6262,iththeevu,இத்தீவு,இத்தீவு
6263,thoarruvikka,தோற்றுவிக்க,தோற்றுிக்க
6264,moondraavadhum,மூன்றாவதும்,மூன்றாவவதும்
6265,taklus,டக்ளஸ்,க்ளஸ்
6266,kondirukka,கொண்டிருக்க,கொண்டிருக்க
6267,eerugalai,ஈறுகளை,ஈறகளை
6268,mudinthaalum,முடிந்தாலும்,முடிந்தாலும்
6269,pinburamaaka,பின்புறமாக,பின்புறமாக
6270,pirkaalangkalil,பிற்காலங்களில்,பிற்ாகலங்களில்
6271,panpaadum,பண்பாடும்,பண்்பாடும்
6272,innal,இன்னல்,இன்னல்
6273,calvin,கெல்வின்,கெலவ்ின்
6274,boolaa,போலா,போலா
6275,agamathaabaaththil,அகமதாபாத்தில்,அமதாபாத்தில்
6276,jadav,ஜாதவ்,ஜஜாதவ்
6277,silica,சிலிக்கா,சிிக்கா
6278,sedhamadaindhu,சேதமடைந்தது,சேதமடைந்தது
6279,tabago,டொபாகோ,டொபாகோ
6280,poluthupookkaaka,பொழுதுபோக்காக,பொழுதுபோக்காக
6281,aattralil,ஆற்றலில்,ஆற்றலில்
6282,periyarin,பெரியாரின்,பெரியாரின்்
6283,paniyilirunthu,பணியிலிருந்து,பணியிலிருந்தது
6284,committiyin,கமிட்டியின்,கமிட்டியின்
6285,tamizhakap,தமிழகப்,தமிழகப்
